Timestamp,Speed,DistanceFromCenter,TrackAngle,TrackDistance,WorldPosition,WorldRotation,Throttle,Brakes,Steering,Gear
1731746357.1963537;-0.118153781;-3.88170886;-0.7441474;2005.26672;{'X': -8.486954, 'Y': -0.0539281368, 'Z': 3.92575073};{'X': 359.9751, 'Y': 0.0799407959, 'Z': -3.577762e-05};3;0;41;1
1731746357.2133315;-0.118153781;-3.88170886;-0.7441474;2005.26672;{'X': -8.486954, 'Y': -0.0539281368, 'Z': 3.92575073};{'X': 359.9751, 'Y': 0.0799407959, 'Z': -3.577762e-05};14;0;41;1
1731746357.2301154;-0.201098323;-3.88137341;-0.734087169;2005.2688;{'X': -8.484947, 'Y': -0.05392742, 'Z': 3.92538452};{'X': 359.9751, 'Y': 0.09265137, 'Z': -3.41592822e-05};7;0;41;1
1731746357.24622;0.2776193;-3.880962;-0.729005;2005.27136;{'X': -8.482307, 'Y': -0.0539265871, 'Z': 3.924942};{'X': 359.975128, 'Y': 0.09938812, 'Z': -4.54242545e-05};8;0;41;1
1731746357.2646487;0.3832559;-3.880581;-0.7255072;2005.27393;{'X': -8.479843, 'Y': -0.05392587, 'Z': 3.92451477};{'X': 359.975128, 'Y': 0.104125977, 'Z': -3.93619666e-05};5;0;41;1
1731746357.2981875;0.00363409752;-3.88012362;-0.7143636;2005.27661;{'X': -8.477074, 'Y': -0.0539250374, 'Z': 3.92402649};{'X': 359.975128, 'Y': 0.118736267, 'Z': -4.88643673e-05};7;0;41;2
1731746357.3123345;0.00363409752;-3.88012362;-0.7143636;2005.27661;{'X': -8.477074, 'Y': -0.0539250374, 'Z': 3.92402649};{'X': 359.975128, 'Y': 0.118736267, 'Z': -4.88643673e-05};9;0;41;2
1731746357.3300154;-0.5058822;-3.8800168;-0.711069;2005.2771;{'X': -8.476616, 'Y': -0.05392492, 'Z': 3.92391968};{'X': 359.975159, 'Y': 0.122825623, 'Z': -8.02196955e-05};8;0;42;2
1731746357.3460915;0.07117841;-3.87998629;-0.704711258;2005.27747;{'X': -8.476315, 'Y': -0.05392492, 'Z': 3.923874};{'X': 359.975128, 'Y': 0.131607056, 'Z': -8.153288e-05};11;0;41;2
1731746357.3626688;0.232232511;-3.87992549;-0.7049889;2005.27771;{'X': -8.476063, 'Y': -0.05392492, 'Z': 3.92381287};{'X': 359.975128, 'Y': 0.130966187, 'Z': -7.32644548e-05};4;0;42;2
1731746357.3817484;-0.398240775;-3.87981868;-0.701092362;2005.27832;{'X': -8.475391, 'Y': -0.05392456, 'Z': 3.9236908};{'X': 359.975128, 'Y': 0.13633728, 'Z': -8.391828e-05};7;0;42;2
1731746357.3976302;0.0843747258;-3.87965083;-0.702207863;2005.279;{'X': -8.474712, 'Y': -0.0539243221, 'Z': 3.923523};{'X': 359.975128, 'Y': 0.134872437, 'Z': -9.612207e-05};10;0;42;2
1731746357.4142015;0.0843747258;-3.87965083;-0.702207863;2005.279;{'X': -8.474712, 'Y': -0.0539243221, 'Z': 3.923523};{'X': 359.975128, 'Y': 0.134872437, 'Z': -9.612207e-05};5;0;42;2
1731746357.431787;0.8229809;-3.87959;-0.702486455;2005.27979;{'X': -8.474003, 'Y': -0.0539242029, 'Z': 3.92344666};{'X': 359.975128, 'Y': 0.134841919, 'Z': -7.183455e-05};8;0;42;2
1731746357.4461691;-0.06708071;-3.87948322;-0.697173953;2005.28027;{'X': -8.473423, 'Y': -0.0539239645, 'Z': 3.92333984};{'X': 359.975128, 'Y': 0.141471863, 'Z': -6.21086947e-05};4;0;42;2
1731746357.479841;0.00471826224;-3.87931561;-0.6960504;2005.28125;{'X': -8.472519, 'Y': -0.0539237261, 'Z': 3.92315674};{'X': 359.975128, 'Y': 0.14352417, 'Z': -7.869225e-05};14;0;42;1
1731746357.4961739;0.5017531;-3.879285;-0.698855937;2005.28149;{'X': -8.47229, 'Y': -0.0539236069, 'Z': 3.92312622};{'X': 359.975128, 'Y': 0.13924408, 'Z': -8.770689e-05};9;0;42;1
